N_unmapped	732126	732126	732126
N_multimapping	1485208	1485208	1485208
N_noFeature	773141	16534144	861970
N_ambiguous	1270756	69571	523106
DDX11L1	0	0	0
WASH7P	388	0	388
MIR6859-1	0	0	0
MIR1302-2HG	0	0	0
MIR1302-2	0	0	0
FAM138A	0	0	0
OR4F5	0	0	0
LOC124903816	0	0	0
LOC124900384	4	0	4
LOC729737	3	0	3
LOC124903814	0	0	0
DDX11L17	0	0	0
WASH9P	60	0	60
MIR6859-2	0	0	0
LOC127239154	1	0	1
LOC124903815	0	0	0
LOC124900618	0	0	0
LOC112268260	0	0	0
OR4F29	0	0	0
LOC100132287	0	0	0
LOC124904706	0	0	0
LOC105378947	3	0	3
LOC101928626	0	0	0
MIR12136	1	2	0
OR4F16	1	0	1
LOC100288069	140	0	140
LINC01409	12	3	9
LOC124903817	9	7	2
FAM87B	1	1	0
LINC00115	19	0	19
LINC01128	138	0	138
LOC107984850	0	0	0
FAM41C	0	0	0
LOC284600	207	341	188
LINC02593	136	18	318
LOC107985728	187	13	302
SAMD11	1517	245	1819
NOC2L	2751	325	2968
KLHL17	349	5	345
PLEKHN1	78	1	98
PERM1	15	36	0
HES4	1573	5	1568
ISG15	26510	23	26488
AGRN	9935	6	9929
LOC100288175	119	14	154
LOC105378948	12	49	12
RNF223	68	0	68
C1orf159	561	5	556
LOC124903819	0	0	0
LOC124903820	0	0	0
LINC01342	0	0	0
MIR200BHG	0	0	0
MIR200B	0	0	0
MIR200A	0	0	0
MIR429	0	0	0
TTLL10-AS1	0	0	0
TTLL10	0	0	0
TNFRSF18	0	0	0
TNFRSF4	0	0	0
SDF4	4892	5	4887
B3GALT6	513	1	512
C1QTNF12	21	9	12
UBE2J2	679	0	679
LINC01786	11	0	11
SCNN1D	64	0	64
ACAP3	645	0	645
MIR6726	0	0	0
SNORD167	0	0	0
PUSL1	396	23	404
INTS11	1139	51	1119
MIR6727	0	0	0
CPTP	513	5	508
TAS1R3	9	3	6
DVL1	1513	7	1506
MIR6808	0	0	0
MXRA8	94	92	2
AURKAIP1	1436	0	1436
CCNL2	2271	1	2270
MRPL20-AS1	263	69	264
MRPL20	499	6	563
MRPL20-DT	90	0	90
ANKRD65	0	0	0
ANKRD65-AS1	0	0	0
TMEM278	0	0	0
LINC01770	0	0	0
LOC107985729	0	0	0
VWA1	0	0	0
ATAD3C	1	0	1
ATAD3B	549	1	548
ATAD3A	957	1	956
TMEM240	1	0	1
SSU72	1486	3	1483
SSU72-AS1	4	0	4
FNDC10	0	0	0
LOC105378586	0	0	0
MIB2	130	44	501
LOC124903821	4	419	0
MMP23B	7	0	7
CDK11B	691	0	691
SLC35E2B	890	6	884
MMP23A	0	0	0
CDK11A	340	0	340
SLC35E2A	218	7	213
LOC112268218	0	152	0
NADK	1861	5	2006
GNB1	2201	3	2199
GNB1-DT	9	2	8
LOC124903822	7	0	7
CALML6	2	0	2
TMEM52	6	0	6
CFAP74	0	0	0
LOC107984872	0	0	0
LOC105378589	0	0	0
GABRD	0	0	0
LOC105378590	0	0	0
PRKCZ	155	46	211
PRKCZ-DT	0	0	0
PRKCZ-AS1	14	11	5
FAAP20	294	65	355
LOC112268219	13	28	0
LOC105378593	1	5	2
LOC124903823	0	5	1
SKI	722	2	720
LOC124903824	0	0	0
MORN1	215	1	214
LOC100129534	91	0	91
RER1	1295	119	1524
PEX10	193	229	312
PLCH2	2	0	2
PANK4	0	0	0
HES5	0	0	0
TNFRSF14-AS1	0	0	0
TNFRSF14	0	0	0
LOC100996583	0	0	0
PRXL2B	0	0	0
MMEL1	0	0	0
MMEL1-AS1	0	0	0
TTC34	0	0	0
LOC105378602	0	0	0
LOC105378601	0	0	0
LOC112268220	0	0	0
LOC107985732	0	0	0
LOC105378600	0	0	0
LOC105378598	0	0	0
LOC107984904	0	0	0
LOC105378599	0	0	0
LOC124903825	0	0	0
LOC124903826	0	0	0
ACTRT2	0	0	0
LOC124903827	0	0	0
PRDM16-DT	0	0	0
PRDM16	1	0	1
MIR4251	0	0	0
LOC105378606	0	0	0
LOC107984909	0	0	0
LOC105378605	0	0	0
LOC124903828	0	0	0
LOC105378604	0	0	0
ARHGEF16	454	0	454
MEGF6	555	2	553
LOC105378608	0	0	0
MIR551A	0	0	0
TPRG1L	364	0	364
WRAP73	286	0	286
TP73	3	5	3
TP73-AS3	0	0	0
TP73-AS2	0	0	0
GFOD3P	316	0	321
CCDC27	0	0	0
SMIM1	18	0	18
LRRC47	812	15	797
CEP104	347	0	347
LOC124903829	2	0	2
DFFB	85	0	85
C1orf174	230	0	230
LINC01134	5	0	5
LINC01346	0	0	0
LINC01345	0	0	0
LINC02780	0	0	0
LINC01777	0	0	0
LOC105376674	0	0	0
LOC124904578	0	0	0
LINC01646	0	0	0
AJAP1	0	0	0
LINC02781	0	0	0
LOC124904589	0	0	0
LOC102724429	0	0	0
LINC02782	0	0	0
LOC105376682	0	0	0
LOC124904590	0	0	0
LOC107984911	0	0	0
LOC105376686	0	0	0
LOC124900451	0	0	0
LOC124903830	0	0	0
MIR4689	0	0	0
NPHP4	259	0	259
KCNAB2	272	2	270
LOC124903831	1	0	1
CHD5	11	0	11
RPL22	3426	0	3426
RNF207-AS1	6	2	5
RNF207	266	9	269
ICMT	1837	26	1822
ICMT-DT	24	0	24
HES3	0	0	0
GPR153	382	1	381
ACOT7	711	1	710
HES2	227	0	227
ESPN	77	10	79
MIR4252	0	0	0
TNFRSF25	45	4	53
PLEKHG5	144	0	144
NOL9	187	0	187
TAS1R1	1	0	1
LOC107984912	0	0	0
ZBTB48	175	3	172
KLHL21	532	0	532
LOC107984913	6	0	6
PHF13	374	0	374
THAP3	195	559	206
DNAJC11	697	11	1256
LINC01672	0	0	0
LOC124904847	0	0	0
CAMTA1-DT	9	0	9
CAMTA1	327	0	327
LOC124903832	2	0	2
CAMTA1-AS3	0	0	0
CAMTA1-IT1	0	0	0
CAMTA1-AS2	0	0	0
CAMTA1-AS1	0	0	0
LOC105376691	0	0	0
LOC105376689	0	0	0
VAMP3	1137	1	1136
PER3	89	0	101
LOC124903833	1	13	0
UTS2	0	0	0
TNFRSF9	12	0	12
PARK7	3052	2	3050
LOC124903834	6	0	6
ERRFI1	778	7	771
ERRFI1-DT	1	0	1
LOC107984915	1	0	1
LINC01714	1	0	1
LOC105376695	0	0	0
LINC03154	0	0	0
SLC45A1	3	3	0
RERE	867	2	865
RERE-AS1	0	0	0
SNORD128	0	0	0
LOC124900452	0	0	0
ENO1	42960	19	42956
MIR6728	0	0	0
ENO1-AS1	18	31	2
LINC03153	0	0	0
CA6	0	0	0
SLC2A7	1	0	1
SLC2A5	23	0	23
LOC124900441	0	0	0
GPR157	285	1	284
MIR34AHG	67	6	67
MIR34A	0	0	0
LNCTAM34A	4	1	10
H6PD	930	0	931
LOC124903836	1	2	0
SPSB1	302	0	302
LINC02606	7	0	7
SLC25A33	176	0	176
TMEM201	281	0	281
LOC124903837	0	0	0
PIK3CD	92	46	96
LOC105376712	0	0	0
PIK3CD-AS1	0	0	0
PIK3CD-AS2	0	0	0
LOC124903839	0	3	0
CLSTN1	2858	1	2904
CTNNBIP1	101	0	195
CTNNBIP1-AS1	0	57	0
LOC105376717	0	37	0
LOC124903838	1	0	1
LZIC	253	1	255
NMNAT1	167	3	167
TMEM274P	0	0	0
MIR5697	0	0	0
LOC124903840	0	0	0
RBP7	0	0	0
UBE4B	824	0	824
KIF1B	868	3	865
PGD	1783	0	1783
CENPS-CORT	0	0	0
CENPS	2	0	2
CORT	2	1	1
DFFA	836	0	836
PEX14	377	0	378
CASZ1	188	0	188
LOC105376733	0	1	0
LOC105376735	0	0	0
CIROZ	3	0	3
TARDBP	2870	4	2873
MASP2	5	10	2
SRM	1401	1	1400
EXOSC10	1873	12	1953
EXOSC10-AS1	0	83	9
MTOR	1582	0	1677
MTOR-AS1	0	95	0
LOC124904848	0	0	0
ANGPTL7	0	0	0
UBIAD1	242	0	242
LOC105376737	0	0	0
LOC105376739	0	0	0
LOC105376740	0	0	0
LOC124903841	0	0	0
DISP3	5	0	5
LOC124903842	0	0	0
LINC01647	0	0	0
FBXO2	62	0	69
FBXO44	95	7	95
FBXO6	3	2	1
MAD2L2	660	0	660
DRAXIN	2	0	2
AGTRAP	700	5	695
C1orf167	0	145	79
C1orf167-AS1	0	0	0
MTHFR	213	80	357
CLCN6	213	0	213
NPPA-AS1	2	0	10
NPPA	4	12	0
NPPB	0	0	0
RNU5E-1	0	0	0
LOC124903843	0	0	0
KIAA2013	1052	0	1052
PLOD1	4556	2	4554
MFN2	2128	4	2124
MIIP	1038	0	1038
MIR6729	0	0	0
TNFRSF8	72	0	72
MIR7846	0	0	0
TNFRSF1B	2	0	2
LOC124903844	0	0	0
MIR4632	0	0	0
VPS13D	898	0	898
LOC124903845	0	0	0
SNORA59A	0	0	0
LINC02766	0	0	0
DHRS3	683	0	683
MIR6730	0	0	0
AADACL4	0	0	0
LOC124903846	4	0	4
AADACL3	0	0	0
LOC124904811	0	0	0
CFAP107	0	0	0
PRAMEF12	0	0	0
PRAMEF1	0	0	0
LINC01784	0	0	0
PRAMEF11	0	0	0
HNRNPCL1	0	0	0
PRAMEF2	0	0	0
PRAMEF4	0	0	0
PRAMEF10	0	0	0
PRAMEF7	0	0	0
PRAMEF6	0	0	0
PRAMEF27	0	0	0
HNRNPCL3	0	0	0
PRAMEF25	0	0	0
PRAMEF34P	0	0	0
HNRNPCL2	0	0	0
PRAMEF36P	0	0	0
PRAMEF26	0	0	0
HNRNPCL4	0	0	0
PRAMEF9	0	0	0
PRAMEF13	0	0	0
PRAMEF18	0	0	0
PRAMEF5	0	0	0
PRAMEF8	0	0	0
PRAMEF33	0	0	0
PRAMEF15	0	0	0
PRAMEF14	0	0	0
PRAMEF19	0	0	0
PRAMEF17	0	0	0
PRAMEF20	0	0	0
LRRC38	0	0	0
LOC102724856	0	0	0
LOC107984918	0	0	0
PDPN	0	0	0
LOC105378612	0	0	0
LOC105376756	0	0	0
LOC124900446	0	0	0
PRDM2	113	0	113
KAZN	21	11	21
LOC107985467	0	0	0
LOC124903847	0	0	0
KAZN-AS1	0	0	0
LOC124903850	0	0	0
LOC105376759	0	0	0
LOC124903848	0	0	0
LOC107985469	0	0	0
LOC124903849	0	0	0
TMEM51-AS1	2	0	13
TMEM51	135	5	130
TMEM51-AS2	0	0	0
FHAD1	22	42	18
LOC124903853	26	0	39
LOC124903852	5	0	7
FHAD1-AS1	8	11	17
LOC124903851	2	0	2
EFHD2-AS1	3	4	2
EFHD2	2518	3	2518
CTRC	0	0	0
CELA2A	0	0	0
LOC105376767	0	0	0
CELA2B	3	8	0
CASP9	662	1	666
DNAJC16	302	8	301
SCARNA21B	0	0	0
AGMAT	100	6	101
LOC124903854	1	1	0
DDI2	431	2	429
RSC1A1	0	0	0
PLEKHM2	1240	1	1239
SLC25A34	11	2	10
SLC25A34-AS1	0	0	1
TMEM82	4	0	4
FBLIM1	199	1	198
UQCRHL	321	1	320
SPEN-AS1	46	4	47
SPEN	1393	1	1397
LOC124904815	0	0	0
ZBTB17	300	1	299
LOC124903855	9	0	9
SRARP	0	0	0
HSPB7	617	2	615
CLCNKA	23	0	23
CLCNKB	0	0	0
FAM131C	77	0	77
EPHA2	1400	0	1400
EPHA2-AS1	22	1	21
ARHGEF19	1	0	1
ANO7L1	0	0	0
CPLANE2	0	0	0
FBXO42	0	0	0
SZRD1	0	0	0
SPATA21	0	0	0
NECAP2	0	0	0
LINC01772	0	0	0
CROCCP3	2	0	2
RNU1-1	0	0	0
TRN-GTT5-1	0	0	0
LINC01783	0	0	0
TRE-TTC4-1	0	0	0
LOC124903856	0	0	0
TRG-CCC1-1	0	0	0
NBPF1	51	0	51
CROCCP2	7	0	7
MST1P2	3	0	3
RNU1-3	0	0	0
LOC124903857	0	0	0
TRG-CCC4-1	0	0	0
ESPNP	0	0	0
LOC124903858	0	0	0
TRG-CCC5-1	0	0	0
LOC124903859	0	0	0
RNU1-4	0	0	0
MST1L	0	0	0
MIR3675	0	0	0
TRG-CCC1-2	0	0	0
LINC03126	0	0	0
TRE-TTC3-1	0	0	0
LOC105376805	0	0	0
TRN-GTT4-1	0	0	0
RNU1-2	0	0	0
CROCC	0	0	0
MFAP2	0	0	0
LOC105376806	0	0	0
ATP13A2	0	0	0
SDHB	0	0	0
PADI2	0	0	0
LOC124903861	0	0	0
LOC105376808	0	0	0
LINC02783	0	0	0
PADI1	0	0	0
PADI3	0	0	0
MIR3972	0	0	0
PADI4	0	0	0
PADI6	0	0	0
RCC2	0	0	0
RCC2-AS1	0	0	0
LOC124903862	0	0	0
LOC124904837	0	0	0
ARHGEF10L	565	0	565
LINC02810	0	0	0
ACTL8	87	0	87
LOC105376809	0	0	0
LOC105376812	0	0	0
LINC01654	0	0	0
IGSF21	0	0	0
IGSF21-AS1	0	0	0
LOC124903864	0	0	0
LOC124903863	0	0	0
LOC124903865	0	0	0
KLHDC7A	2	0	2
PAX7	0	0	0
TAS1R2	0	0	0
ALDH4A1	298	0	299
MIR4695	0	0	0
MIR1290	0	0	0
LOC124903866	0	1	0
IFFO2	116	0	116
LOC105376815	0	0	0
UBR4	4916	0	4916
EMC1-AS1	2	145	8
EMC1	1456	10	1597
MRTO4	1008	4	1004
AKR7L	14	0	14
AKR7A3	16	0	16
LOC124903867	5	6	0
LOC100506730	46	0	46
AKR7A2	603	0	604
SLC66A1	283	0	283
CAPZB	1619	0	1619
LOC124903868	1	1	0
LOC124903869	0	0	0
LOC105376819	5	5	0
LOC105376818	0	0	0
LOC105376817	0	0	0
LOC124904816	0	0	0
MICOS10-DT	0	2	0
MICOS10-NBL1	0	0	0
MICOS10	190	0	190
RPS14P3	18	0	18
NBL1	4	0	4
HTR6	0	0	0
TMCO4	512	0	512
RNF186	0	0	0
RNF186-AS1	0	0	0
LOC105376823	0	0	0
OTUD3	246	0	246
PLA2G2E	0	0	0
PLA2G2A	0	0	0
PLA2G5	0	0	0
PLA2G2D	0	0	0
PLA2G2F	0	0	0
LOC117779438	0	0	0
PLA2G2C	0	0	0
UBXN10	0	0	0
LOC105376825	0	0	0
LOC105376826	0	0	0
LINC01757	0	0	0
LOC105376828	0	0	0
VWA5B1	0	0	0
LOC124903870	0	0	0
LINC01141	0	0	0
LOC124903871	0	0	0
CAMK2N1	100	0	100
MUL1	538	0	538
FAM43B	0	0	0
CDA	704	0	704
PINK1	316	30	1402
MIR6084	0	0	0
PINK1-AS	14	1091	39
DDOST	2797	0	2797
KIF17	3	0	3
SH2D5	20	1	19
HP1BP3	2390	3	2387
EIF4G3	1579	0	1579
LOC105376830	0	0	0
LOC105376829	0	0	0
MIR1256	0	0	0
ECE1	3013	2	3012
LOC124903872	0	0	0
ECE1-AS1	1	2	0
LOC105376832	0	0	0
NBPF3	45	0	45
ALPL	0	0	0
LINC02596	0	0	0
RAP1GAP	235	0	235
USP48	915	0	915
LDLRAD2	2	1043	1
HSPG2	3481	2	4521
CELA3B	0	0	0
CELA3A	0	0	0
LINC01635	5	4	1
LINC00339	129	0	129
CDC42	1905	0	1905
WNT4	0	1	0
LOC105376845	0	0	1
LOC105376850	0	0	0
LOC107985377	0	0	0
MIR4418	0	0	0
LOC105376856	0	0	0
ZBTB40	653	0	653
EPHA8	4	0	4
MIR6127	0	0	0
C1QA	0	0	0
C1QC	0	0	0
C1QB	0	0	0
EPHB2	41	0	42
MIR4684	0	0	0
MIR4253	0	1	0
LOC124903874	0	0	0
LACTBL1	0	0	0
TEX46	0	0	0
KDM1A	2140	30	2110
MIR3115	0	0	0
LUZP1	790	0	790
HTR1D	45	0	45
LINC01355	0	0	0
HNRNPR	0	0	0
ZNF436	0	0	0
ZNF436-AS1	0	0	0
TCEA3	0	0	0
LOC124903875	0	0	0
ASAP3	0	0	0
E2F2	1	0	1
